Entry ID,Gender Description,Classification Description 9,Room Preference Description 1,Room Preference Description 2,Room Preference Description 3,Room Preference Comments,Floor Gender Preference,Nationality Description 4,PR Status,Admit Term,Enrollment Term,Faculty,Medical,Enrollment Status
168101,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",greenhousebesthousesuite2,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF DESIGN AND ENVIRONMENT,None,CURRENT
176128,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",greenhousebesthousesuite2,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
171944,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",greenhousebesthousesuite2,Mixed Gender Floor,Indonesian,TRUE,1610,2,SCIENCE,,CURRENT
133236,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",greenhousebesthousesuite3,No Preference,SINGAPORE CITIZEN,FALSE,1510,4,ARTS & SOCIAL SCIENCES,,CURRENT
157637,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",greenhousebesthousesuite3,No Preference,SINGAPORE CITIZEN,FALSE,1510,4,ARTS & SOCIAL SCIENCES,,CURRENT
135660,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,greenhousebesthousesuite3,No Preference,SINGAPORE CITIZEN,FALSE,1510,4,ARTS & SOCIAL SCIENCES,,CURRENT
168258,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",greenhousebesthousesuite4,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
170687,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",greenhousebesthousesuite4,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,NIL,CURRENT
168111,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",greenhousebesthousesuite4,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,-,CURRENT
168327,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",greenhousebesthousesuite4,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
168469,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",greenhousebesthousesuite4,Mixed Gender Floor,CHINESE/TAIWANESE,TRUE,1610,2,SCIENCE,NIL,CURRENT
168437,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",greenhousebesthousesuite4,No Preference,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
165203,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",Hello World,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,,CURRENT
165594,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",Hello World,Single Gender Floor,Chinese,FALSE,1610,2,SCIENCE,,CURRENT
168774,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,Hello World,Single Gender Floor,Chinese,FALSE,1610,2,ENGINEERING,,CURRENT
179350,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",,Hello World,Single Gender Floor,Chinese,FALSE,1610,2,ARTS & SOCIAL SCIENCES,N.A.,CURRENT
165745,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,Hello World,Single Gender Floor,Chinese,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
176334,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",High floor,Mixed Gender Floor,Australian,FALSE,1610,2,ENGINEERING,,CURRENT
105055,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",High floor if possible please,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,CURRENT
103739,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","Higher floor, preferably 18th. Find your neighbours code : 18th floor",Single Gender Floor,Chinese,FALSE,1410,6,ENGINEERING,None,CURRENT
166190,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",higherfloorplsplspls. Saren Swag,Single Gender Floor,Chinese,FALSE,1610,2,SCHOOL OF COMPUTING,nil,CURRENT
169709,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",higherfloorplsplspls. Saren Swag,Single Gender Floor,Chinese,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
74749,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",I wish to stay on a lower floor as I am afraid of height.,Single Gender Floor,Chinese,FALSE,1310,8,SCHOOL OF COMPUTING,,CURRENT
100497,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",I would like to request for an aircon room due to my nasal allergies.,No Preference,SINGAPORE CITIZEN,FALSE,1410,6,LAW,I would like to request for an aircon room because I have nasal allergies and is sensitive to dust.\r\n\r\nPlease see my memorandum from the UHC for more details.,ON STUDENT EXCHANGE PROGRAMME
134686,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",I would like to stay in the same room as the current semester.,Mixed Gender Floor,"KOREAN, SOUTH",FALSE,1510,4,SCHOOL OF COMPUTING,NIL,CURRENT
51222,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","I would like to stay on the 19th floor, preferably one of the following depending on my allocated room type: 19-109,110,118,119. Thank you!",No Preference,SINGAPORE CITIZEN,FALSE,1210,10,SCHOOL OF BUSINESS,,CURRENT
135635,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,"I would like to stick to my current room, Â£09-116 if possible :)",No Preference,SINGAPORE CITIZEN,FALSE,1510,4,ARTS & SOCIAL SCIENCES,None,CURRENT
133647,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)",,,I would really appreciate a room with aircon so that I can prevent severe eczema breakouts.,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,ARTS & SOCIAL SCIENCES,I have severe atopic eczema.,CURRENT
112405,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,CURRENT
104325,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,SCHOOL OF BUSINESS,Nil,CURRENT
109205,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,CURRENT
133341,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,ARTS & SOCIAL SCIENCES,NA,CURRENT
105688,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,SCIENCE,NIL,ON STUDENT EXCHANGE PROGRAMME
168436,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,Nil,CURRENT
168780,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
170085,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,,CURRENT
170865,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
168148,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
168558,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,,CURRENT
187257,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
187258,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,N.A.,CURRENT
170478,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
176166,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ENGINEERING,,CURRENT
168142,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,,CURRENT
170022,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF DESIGN AND ENVIRONMENT,,CURRENT
170013,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
168256,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
166569,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",ianthe2016,Mixed Gender Floor,Malaysian,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
170334,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ENGINEERING,NA,CURRENT
167323,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,ianthe2016,Mixed Gender Floor,Indian,FALSE,1610,2,ENGINEERING,,CURRENT
170097,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,NIL.,CURRENT
104072,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,SCHOOL OF COMPUTING,NIL,CURRENT
187289,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",ianthe2016,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,Scoliosis,CURRENT
100817,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","If possible, can I have Level 19-112/113? If I can't get air-con, can I have 19-118/117? Thanks! :-)",Single Gender Floor,Chinese,FALSE,1410,6,SCIENCE,,CURRENT
104067,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",iheartalpaca2017,No Preference,Chinese,FALSE,1410,6,ENGINEERING,,ON STUDENT EXCHANGE PROGRAMME
104328,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)",,iheartalpaca2017,No Preference,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,CURRENT
104256,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",iheartalpaca2017,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ENGINEERING,,ON STUDENT EXCHANGE PROGRAMME
102518,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","level 17/13/21, if cannot then just higher floor. Thank you very much! :)",Mixed Gender Floor,Chinese,FALSE,1410,6,ENGINEERING,,CURRENT
134899,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",LGG,Mixed Gender Floor,Malaysian,FALSE,1510,4,ENGINEERING,,CURRENT
133310,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",lgg,Mixed Gender Floor,Chinese,FALSE,1510,4,SCIENCE,Nil.,CURRENT
131903,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",lgg,Mixed Gender Floor,Chinese,FALSE,1510,4,SCIENCE,Nil,CURRENT
135417,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,lgg,No Preference,Chinese,FALSE,1510,4,ARTS & SOCIAL SCIENCES,N/A,CURRENT
135424,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,lgg,No Preference,Chinese,FALSE,1510,4,SCIENCE,NIL,CURRENT
97361,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",LGG,Single Gender Floor,Vietnamese,FALSE,1410,6,SCHOOL OF COMPUTING,nil,ON STUDENT EXCHANGE PROGRAMME
133289,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","Lower Floor is preferable, although aircon suite is first priority. Thanks.",Single Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,SCHOOL OF COMPUTING,,CURRENT
168475,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",,MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
166615,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
168035,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,-,CURRENT
168261,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,Nil,CURRENT
166633,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",,MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
168770,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,NIL,CURRENT
170353,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
170115,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF DESIGN AND ENVIRONMENT,NA,CURRENT
168448,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,JOINT MULTI-DISCIPLINARY PROGRAMMES,,CURRENT
168254,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ENGINEERING,,CURRENT
168155,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
168170,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ENGINEERING,NIL,CURRENT
168795,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,MelAndMuppets,Mixed Gender Floor,Malaysian,TRUE,1610,2,SCHOOL OF DESIGN AND ENVIRONMENT,,CURRENT
170410,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ENGINEERING,,CURRENT
166673,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",,MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
167387,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)",,,MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,Nil.,CURRENT
167393,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,,CURRENT
168323,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,MelAndMuppets,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
170538,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)",,MelAndMuppets,No Preference,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
170066,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)",,MelAndMuppets - girls suite,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ENGINEERING,nil,CURRENT
168549,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",Mixedrice,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF DESIGN AND ENVIRONMENT,,CURRENT
165186,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,-Nil-,CURRENT
170867,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
168460,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",mixedrice,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,,CURRENT
170110,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,NIL,CURRENT
168030,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)",,MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
168118,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)",,MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
170326,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,NIL,CURRENT
170518,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,NIL,CURRENT
170583,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,MIXEDRICE,Mixed Gender Floor,Indian,TRUE,1610,2,SCHOOL OF BUSINESS,,CURRENT
172442,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ENGINEERING,,CURRENT
170810,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
168314,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,MIXEDRICE,Mixed Gender Floor,Chinese,FALSE,1610,2,SCIENCE,,CURRENT
170560,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,Nil,CURRENT
175909,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,NA,CURRENT
168477,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",,MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,,CURRENT
167903,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)",,,MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,Nil.,CURRENT
166201,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,MIXEDRICE,Mixed Gender Floor,Chinese,TRUE,1610,2,SCHOOL OF BUSINESS,nil,CURRENT
170167,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,MIXEDRICE,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ENGINEERING,,CURRENT
167897,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,MIXEDRICE,No Preference,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
